"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","bankable"
39,"Private",165215,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,18,"United-States",">50K"
44,"Self-emp-not-inc",124692,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
42,"Local-gov",188291,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,40,"United-States",">50K"
51,"Local-gov",176751,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"Private",162327,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,50,"?",">50K"
47,"Self-emp-inc",192894,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
36,"Private",206951,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
46,"Private",172581,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
63,"State-gov",194682,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
52,"Private",143953,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
37,"Private",200374,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"State-gov",289207,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States",">50K"
42,"Federal-gov",108183,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"South",">50K"
50,"Local-gov",168672,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,40,"United-States",">50K"
41,"Private",287306,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
54,"Private",167770,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
41,"Private",106900,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1902,42,"United-States",">50K"
48,"Private",140782,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1902,38,"United-States",">50K"
32,"Self-emp-inc",161153,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,1902,55,"United-States",">50K"
41,"Private",267252,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1902,40,"United-States",">50K"
30,"Self-emp-inc",173858,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1902,40,"South",">50K"
38,"Self-emp-not-inc",93206,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1902,65,"United-States",">50K"
64,"Self-emp-inc",59145,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
31,"?",85077,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,1902,20,"United-States",">50K"
46,"Local-gov",114160,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
39,"Federal-gov",30916,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
51,"Federal-gov",163671,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States","<=50K"
52,"Private",144361,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
25,"Private",253267,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1902,36,"United-States",">50K"
44,"Private",151089,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
46,"Private",155659,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
41,"Self-emp-not-inc",186909,"Masters",14,"Married-civ-spouse","Sales","Wife","White","Female",0,1902,35,"United-States",">50K"
39,"Private",284166,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
49,"Self-emp-inc",213140,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
61,"State-gov",186451,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"State-gov",193524,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
40,"Private",153238,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,32,"United-States",">50K"
50,"Private",134766,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
53,"Private",48343,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States",">50K"
29,"Private",46442,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,50,"United-States",">50K"
42,"Private",198341,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,55,"India",">50K"
43,"Private",110970,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
50,"?",204577,"Bachelors",13,"Married-civ-spouse","?","Husband","Black","Male",0,1902,60,"United-States",">50K"
45,"Private",47314,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"?",">50K"
36,"Private",531055,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,48,"United-States",">50K"
50,"Self-emp-not-inc",371305,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
27,"Private",141545,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,45,"United-States","<=50K"
53,"Private",110977,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
61,"State-gov",379885,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
37,"Private",298539,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
33,"Private",51471,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1902,40,"United-States",">50K"
43,"Private",266324,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,99,"United-States",">50K"
43,"Private",254146,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
45,"Private",265097,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,1902,40,"United-States",">50K"
33,"Private",191335,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,50,"United-States",">50K"
43,"Private",187728,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,50,"United-States",">50K"
52,"Private",25826,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,47,"United-States",">50K"
40,"Local-gov",289403,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1887,40,"?",">50K"
57,"Private",173796,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
42,"Private",213821,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Private",77146,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
38,"Private",278924,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
43,"Private",293305,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
45,"Private",120131,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
32,"State-gov",182556,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,45,"United-States",">50K"
39,"Federal-gov",99146,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,60,"United-States",">50K"
34,"Private",182274,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1887,40,"United-States",">50K"
51,"Local-gov",146325,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
29,"Private",81648,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
50,"Private",285200,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,35,"United-States",">50K"
34,"Private",207668,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1887,40,"United-States",">50K"
58,"Private",222247,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Local-gov",410034,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
46,"Private",54985,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
27,"Self-emp-inc",120126,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
39,"Private",355468,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,46,"United-States",">50K"
59,"Federal-gov",117299,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
59,"Private",530099,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,55,"United-States",">50K"
51,"State-gov",155594,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
27,"Private",31659,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,60,"United-States",">50K"
50,"Private",150876,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1887,55,"United-States",">50K"
27,"Private",169117,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,1887,40,"United-States",">50K"
46,"Private",190115,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
45,"Private",168262,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
38,"Self-emp-not-inc",43712,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
57,"Private",314153,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
36,"Private",174938,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
36,"Private",86459,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
40,"State-gov",174283,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
44,"Private",151089,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,60,"United-States",">50K"
58,"Private",34788,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
41,"Self-emp-inc",125831,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
38,"Local-gov",286405,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"Private",173704,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"Private",212894,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
37,"Private",292855,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,35,"United-States",">50K"
43,"Private",184321,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1887,40,"United-States",">50K"
28,"Private",141957,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,70,"United-States",">50K"
35,"Self-emp-inc",111319,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,45,"United-States",">50K"
28,"Private",138692,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
30,"Self-emp-inc",127651,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,48,"United-States",">50K"
50,"Private",213290,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,36,"United-States",">50K"
55,"Federal-gov",238192,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Self-emp-not-inc",343190,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,55,"United-States",">50K"
39,"Federal-gov",376455,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"Self-emp-not-inc",351161,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
46,"Private",102318,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
37,"Private",73471,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,47,"United-States",">50K"
37,"Private",265737,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1887,60,"Cuba",">50K"
41,"Self-emp-not-inc",111772,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
49,"Private",34545,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Private",334291,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
35,"Local-gov",116960,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
26,"Private",397317,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
52,"Private",186785,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,1876,50,"United-States","<=50K"
61,"Private",123273,"5th-6th",3,"Divorced","Transport-moving","Not-in-family","White","Male",0,1876,56,"United-States","<=50K"
28,"Local-gov",154863,"HS-grad",9,"Never-married","Protective-serv","Other-relative","Black","Male",0,1876,40,"United-States","<=50K"
42,"Private",44121,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
36,"State-gov",112497,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,1876,44,"United-States","<=50K"
27,"Private",175387,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,40,"United-States","<=50K"
40,"Local-gov",105717,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,1876,35,"United-States","<=50K"
27,"Private",34273,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,36,"Canada","<=50K"
26,"Private",82246,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1876,38,"United-States","<=50K"
56,"Self-emp-not-inc",50791,"Masters",14,"Divorced","Sales","Not-in-family","White","Male",0,1876,60,"United-States","<=50K"
27,"Private",38918,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Male",0,1876,75,"United-States","<=50K"
25,"Private",117833,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
26,"Self-emp-not-inc",177858,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,1876,38,"United-States","<=50K"
